City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
635,Naranjito,EC,84.42,broken clouds,-2.2167,-79.4833,canton marcelino maridueña
637,Tukrah,LY,77.05,clear sky,32.5341,20.5791,Lagrota restaurant
638,Kohlu,PK,80.46,clear sky,29.8962,69.252,B &R Rest House
642,Pangkalanbuun,ID,73.56,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
643,Ilhabela,BR,71.22,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
644,Manaure,CO,87.64,scattered clouds,11.7751,-72.4445,Hotel Palaaima
646,Clayton,US,73.87,light rain,33.5335,-84.3666,Royal Inn
647,Nhulunbuy,AU,75.81,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
652,Itai,BR,68.36,light rain,-23.4178,-49.0906,Hotel Triângulo
653,Lithakia,GR,65.57,scattered clouds,37.7167,20.8333,Zante Plaza Hotel & Apartments
654,Bodden Town,KY,86.0,thunderstorm,19.2833,-81.25,Will T Place
655,Kijang,KR,69.53,scattered clouds,35.2442,129.2139,Samyang Beach Villa
659,Polson,US,72.37,scattered clouds,47.6936,-114.1632,Americas Best Value Port Polson Inn
660,Pangai,TO,80.71,light rain,-19.8,-174.35,Ha'apai Beach Resort
661,Ifakara,TZ,76.41,scattered clouds,-8.1333,36.6833,Tanzanian Training Centre for International Health
663,Riyadh,SA,80.74,few clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
664,Lang Son,VN,73.81,overcast clouds,21.8333,106.7333,Khai Nga Hotel
665,Timizart,DZ,83.01,overcast clouds,36.8,4.2667,yefssah restaurant
